Nazwa,Cena,Oferta od,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie Poza Miastem,Spalanie W Mieście,Typ nadwozia,Emisja CO2,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Data pierwszej rejestracji w historii pojazdu,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Tuning,Stan,VIN,Bezwypadkowy,Serwisowany w ASO,Leasing, Pierwszy właściciel (od nowości),Spalanie W Cyklu Mieszanym,Okres gwarancji producenta,lub do (przebieg km),Możliwość finansowania,Faktura VAT,Uszkodzony,VAT marża,Gwarancja dealerska (w cenie),Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,Autonomia
BMW Seria 3 330d,24 600,Prywatne,Tak,Tak,BMW,Seria 3,330d,E90/E91/E92/E93 (2005-2012),2006,345 000 km,2 993 cm3,Diesel,231 KM,Manualna,Na przednie koła,,8 l/100km,Kombi,,5,5,Srebrny,Metalik,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318i M Sport,199 900,Firma,Tak,,BMW,Seria 3,318i M Sport,G20/G21 (2019-),2023,5 800 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive mHEV M Sport,259 900,Firma,Tak,,BMW,Seria 3,320d xDrive mHEV M Sport,G20/G21 (2019-),2023,14 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive,261 200,Firma,Tak,,BMW,Seria 3,320d xDrive,G20/G21 (2019-),2023,4 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,136 g/km,5,5,Biały,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318i,199 999,Firma,,,BMW,Seria 3,318i,G20/G21 (2019-),2023,6 km,1 998 cm3,Benzyna,156 KM,Automatyczna,4x4 (stały),,,Sedan,,5,,Niebieski,,,,,,,Nowe,,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 325d Sport Line,49 900,Prywatne,Tak,Tak,BMW,Seria 3,325d Sport Line,F30/F31 (2012-2020),2015,158 720 km,1 995 cm3,Diesel,218 KM,Manualna,Na tylne koła,4.0 l/100km,6 l/100km,Kombi,134 g/km,5,5,Granatowy,Metalik,,03 listopad 2015,PLE34467,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,189 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,8 100 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Szary,Metalik,Polska,20 lipiec 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 315,55 555,Prywatne,Tak,Tak,BMW,Seria 3,315,E21 (1975-1982),1978,129 000 km,1 573 cm3,Benzyna,75 KM,Manualna,Na tylne koła,,,Sedan,,2,5,Niebieski,,,17 luty 1994,ESI80080,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,21 900,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2008,199 000 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Biały,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3,93 300,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2022,9 197 km,1 998 cm3,Benzyna,258 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Niebieski,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 318i,14 999,Firma,Tak,,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2005,298 000 km,1 995 cm3,Benzyna+LPG,129 KM,Manualna,Na tylne koła,5.0 l/100km,10 l/100km,Sedan,182 g/km,5,5,Czarny,Metalik,,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,Tak,,,,,,,,
BMW Seria 3,344 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,14 337 km,2 993 cm3,Diesel,340 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Niebieski,Metalik,Polska,30 marzec 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,Tak,,,,,,,,,,
BMW Seria 3 318i Touring Edition Sport,26 990,Firma,Tak,Tak,BMW,Seria 3,318i Touring Edition Sport,E90/E91/E92/E93 (2005-2012),2010,180 000 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,,"4,90 l/100km",Kombi,128 g/km,5,5,Szary,Metalik,Niemcy,03 grudzień 2010,DE,,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,,,Tak,1 miesięcy,,,,,,,
BMW Seria 3 320d xDrive,24 900,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive,E90/E91/E92/E93 (2005-2012),2009,284 000 km,1 995 cm3,Diesel,177 KM,Manualna,4x4 (dołączany automatycznie),4.0 l/100km,6 l/100km,Kombi,146 g/km,5,5,Szary,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,177 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2021,91 280 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Niebieski,Metalik,Polska,15 kwiecień 2021,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,189 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,13 500 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Szary,Metalik,Polska,20 lipiec 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318d,76 500,Prywatne,Tak,Tak,BMW,Seria 3,318d,F30/F31 (2012-2020),2018,191 775 km,1 995 cm3,Diesel,150 KM,Automatyczna,,,,Kombi,,4,5,Czarny,,Niemcy,05 marzec 2018,ZS948PK,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3,33 900,Prywatne,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2007,184 000 km,2 979 cm3,Benzyna,231 KM,Manualna,,,,Coupe,,2,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive MHEV M Sport sport,245 000,Firma,Tak,Tak,BMW,Seria 3,320d xDrive MHEV M Sport sport,G20/G21 (2019-),2022,11 360 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Granatowy,Metalik,,24 styczeń 2023,WY 992XH,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318d Sport Line EU6,48 500,Firma,Tak,,BMW,Seria 3,318d Sport Line EU6,F30/F31 (2012-2020),2014,227 000 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,3.0 l/100km,5 l/100km,Kombi,119 g/km,5,5,Czarny,Metalik,Niemcy,20 październik 2014,,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 330e Sport Line,180 900,Firma,Tak,,BMW,Seria 3,330e Sport Line,G20/G21 (2019-),2021,8 300 km,1 998 cm3,Hybryda,184 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Niebieski,Metalik,,,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 320d M Sport sport,221 589,Firma,,,BMW,Seria 3,320d M Sport sport,G20/G21 (2019-),2023,1 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,6 l/100km,Sedan,,4,5,Biały,Metalik,Polska,,,Tak,,Nowe,,Tak,,Tak,Tak,,12 Grudnia 2026,90 000 km,Tak,Tak,,,24 miesięcy,,,,,,,
BMW Seria 3 320d M Sport Shadow,87 000,Prywatne,Tak,Tak,BMW,Seria 3,320d M Sport Shadow,F30/F31 (2012-2020),2016,217 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Sedan,,4,,Niebieski,,Polska,15 czerwiec 2016,wl8700p,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d DPF Touring,32 400,Firma,Tak,,BMW,Seria 3,320d DPF Touring,E90/E91/E92/E93 (2005-2012),2010,201 150 km,1 995 cm3,Diesel,184 KM,Manualna,Na tylne koła,,6 l/100km,Sedan,,5,5,Czarny,,Niemcy,,,,,Używane,Wyświetl VIN,Tak,,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 330i xDrive,215 000,Firma,,,BMW,Seria 3,330i xDrive,G20/G21 (2019-),2022,5 000 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Srebrny,Metalik,Polska,,,Tak,,Nowe,,Tak,Tak,,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive,276 150,Firma,,,BMW,Seria 3,320d xDrive,G20/G21 (2019-),2023,5 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,143 g/km,5,5,Szary,Metalik,,,,Tak,,Nowe,,Tak,,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,109 224,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2018,172 928 km,2 993 cm3,Diesel,258 KM,Automatyczna,,,,Kombi,,5,5,Biały,Matowy,,,,,,Używane,Wyświetl VIN,,,Tak,,,,,,Tak,,,,,,,,,,
BMW Seria 3,60 000,Prywatne,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2017,178 500 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,5 l/100km,7 l/100km,Kombi,,5,5,Szary,Metalik,Belgia,,,Tak,,Używane,Wyświetl VIN,,Tak,,,6 l/100km,,,,,,,,,,,,,,
BMW Seria 3,189 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,11 300 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Niebieski,Metalik,Polska,20 lipiec 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,249 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,18 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Biały,,Polska,12 czerwiec 2023,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 330Cd,24 999,Prywatne,Tak,Tak,BMW,Seria 3,330Cd,E46 (1998-2007),2004,290 000 km,2 993 cm3,Diesel,204 KM,Manualna,Na tylne koła,5.0 l/100km,9 l/100km,Coupe,,2,5,Srebrny,,,04 czerwiec 2004,DGL 18585,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d,15 900,Firma,Tak,Tak,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2006,269 000 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,4.6 l/100km,"6,50 l/100km",Kombi,140 g/km,5,5,Srebrny,Metalik,Niemcy,10 luty 2006,WI470JY,Tak,,Używane,Wyświetl VIN,,,,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 318i,9 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,E46 (1998-2007),2003,209 100 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,5.0 l/100km,8 l/100km,Kombi,147 g/km,5,5,Inny kolor,Metalik,Niemcy,30 czerwiec 2003,GSZCX31,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318d DPF Touring,45 700,Prywatne,Tak,Tak,BMW,Seria 3,318d DPF Touring,F30/F31 (2012-2020),2014,230 000 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,3.0 l/100km,5 l/100km,Kombi,119 g/km,5,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,302 600,Firma,,,BMW,Seria 3,,G20/G21 (2019-),2023,5 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Sedan,,4,5,Szary,Metalik,Polska,,,,,Nowe,,Tak,,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,21 000,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2005,204 355 km,1 995 cm3,Benzyna,150 KM,Manualna,Na tylne koła,,,Sedan,,4,5,Szary,Metalik,,24 sierpień 2005,,Tak,,Używane,Wyświetl VIN,,,Tak,Tak,,,,Tak,,,,,155 PLN,,,,,,
BMW Seria 3,14 500,Prywatne,Tak,Tak,BMW,Seria 3,,E46 (1998-2007),2003,280 500 km,2 171 cm3,Benzyna,170 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Srebrny,Metalik,Niemcy,03 styczeń 2003,XXXXXXXXX,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 M340i xDrive sport,229 850,Firma,Tak,Tak,BMW,Seria 3,M340i xDrive sport,G20/G21 (2019-),2021,16 105 km,2 998 cm3,Benzyna,374 KM,Automatyczna,,,,Sedan,,4,5,Czarny,,,styczeń 2021,DW5UV78,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,Tak,,,,,,,,,,,
BMW Seria 3 318d MHEV Business Edition,120 000,Prywatne,Tak,Tak,BMW,Seria 3,318d MHEV Business Edition,G20/G21 (2019-),2021,58 000 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Biały,,Niemcy,31 sierpień 2021,DST24498,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320td,16 900,Prywatne,Tak,Tak,BMW,Seria 3,320td,E46 (1998-2007),2003,356 000 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,4.0 l/100km,7 l/100km,Coupe,,3,,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,139 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2019,47 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Niebieski,Metalik,Polska,03 październik 2019,,Tak,,Używane,Wyświetl VIN,,,,,,,,,Tak,,,,,,,,,,
BMW Seria 3,56 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2016,215 825 km,1 995 cm3,Diesel,150 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,,09 luty 2016,,Tak,,Używane,Wyświetl VIN,,,Tak,Tak,,,,Tak,Tak,,,,333 PLN,,,,,,
BMW Seria 3,52 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2013,200 173 km,1 997 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,,05 kwiecień 2013,,Tak,,Używane,Wyświetl VIN,Tak,,Tak,,,,,Tak,,,,,310 PLN,,,,,,
BMW Seria 3 330i xDrive M Sport,249 799,Firma,Tak,,BMW,Seria 3,330i xDrive M Sport,G20/G21 (2019-),2023,6 000 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,32 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2011,252 566 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,5.0 l/100km,8 l/100km,Sedan,147 g/km,5,5,Czarny,Metalik,,08 marzec 2011,WM8180H,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 335d xDrive M Sport,79 900,Prywatne,Tak,Tak,BMW,Seria 3,335d xDrive M Sport,F30/F31 (2012-2020),2014,181 000 km,2 993 cm3,Diesel,313 KM,Automatyczna,4x4 (stały),5.0 l/100km,6 l/100km,Kombi,148 g/km,5,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i M Sport,209 900,Firma,Tak,,BMW,Seria 3,320i M Sport,G20/G21 (2019-),2023,26 449 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,,Sedan,118 g/km,4,5,Szary,,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d xDrive mHEV M Sport,122 900,Firma,Tak,Tak,BMW,Seria 3,320d xDrive mHEV M Sport,G20/G21 (2019-),2020,114 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Kombi,,5,5,Szary,Metalik,Niemcy,20 marzec 2020,Bogata wersja,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 316d Sport Line,34 900,Prywatne,Tak,,BMW,Seria 3,316d Sport Line,F30/F31 (2012-2020),2013,240 000 km,1 995 cm3,Diesel,116 KM,Manualna,,,5 l/100km,Kombi,,5,,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,248 577,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2023,,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Czarny,Metalik,Polska,,,,,Nowe,Wyświetl VIN,Tak,,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d DPF Touring,21 900,Firma,Tak,,BMW,Seria 3,320d DPF Touring,E90/E91/E92/E93 (2005-2012),2008,314 000 km,1 995 cm3,Diesel,177 KM,Manualna,Na tylne koła,4.2 l/100km,"6,10 l/100km",Kombi,130 g/km,5,5,Srebrny,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Advantage sport,72 900,Firma,Tak,Tak,BMW,Seria 3,320d Advantage sport,F30/F31 (2012-2020),2017,162 002 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,Metalik,Niemcy,29 listopad 2017,- AutoPradła,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3,58 900,Prywatne,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2015,182 000 km,1 997 cm3,Benzyna,245 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,Metalik,,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i xDrive,82 000,Prywatne,Tak,Tak,BMW,Seria 3,320i xDrive,F30/F31 (2012-2020),2016,119 200 km,1 998 cm3,Benzyna,184 KM,Automatyczna,4x4 (stały),,7 l/100km,Sedan,,4,5,Czarny,,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320d Advantage,135 900,Firma,Tak,,BMW,Seria 3,320d Advantage,G20/G21 (2019-),2022,24 753 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Polska,luty 2022,,,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d Luxury Line sport,79 900,Firma,Tak,Tak,BMW,Seria 3,320d Luxury Line sport,F30/F31 (2012-2020),2018,194 070 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Niemcy,23 kwiecień 2018,- AutoPradła,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 320i M Sport,214 900,Firma,Tak,Tak,BMW,Seria 3,320i M Sport,G20/G21 (2019-),2023,17 861 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,Metalik,,24 maj 2023,DLU4760C,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320i M Sport,209 900,Firma,Tak,,BMW,Seria 3,320i M Sport,G20/G21 (2019-),2023,28 144 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,4.0 l/100km,6 l/100km,Sedan,148 g/km,4,5,Szary,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 328Ci,23 900,Prywatne,Tak,Tak,BMW,Seria 3,328Ci,E46 (1998-2007),1999,238 881 km,2 793 cm3,Benzyna,193 KM,Manualna,Na tylne koła,7.0 l/100km,,Coupe,,2,5,Czarny,,,19 czerwiec 1999,EL 8FF28,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3,139 900,Firma,Tak,,BMW,Seria 3,,G20/G21 (2019-),2019,122 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Czarny,Metalik,Polska,29 listopad 2019,,Tak,,Używane,Wyświetl VIN,,,,Tak,,,,,Tak,,,,,,,,,,
BMW Seria 3,67 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2017,158 749 km,1 499 cm3,Benzyna,136 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,,Polska,21 grudzień 2017,,Tak,,Używane,Wyświetl VIN,Tak,,Tak,Tak,,,,Tak,Tak,,,,399 PLN,,,,,,
BMW Seria 3,327 000,Firma,,,BMW,Seria 3,,G20/G21 (2019-),2023,5 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),,,Sedan,,4,5,Szary,Metalik,Polska,,,,,Nowe,,Tak,,Tak,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 318d DPF Touring,15 000,Prywatne,Tak,,BMW,Seria 3,318d DPF Touring,E90/E91/E92/E93 (2005-2012),2008,358 000 km,1 995 cm3,Diesel,143 KM,Manualna,,,"5,40 l/100km",Kombi,,5,,Szary,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i Advantage,209 900,Firma,Tak,,BMW,Seria 3,320i Advantage,G20/G21 (2019-),2023,12 924 km,1 998 cm3,Benzyna,184 KM,Automatyczna,Na tylne koła,,6 l/100km,Sedan,,5,5,Szary,,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3,21 900,Prywatne,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2008,241 200 km,1 995 cm3,Benzyna,143 KM,Manualna,,,,Kombi,,5,,Czarny,Perłowy,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 325i,8 300,Prywatne,Tak,Tak,BMW,Seria 3,325i,E46 (1998-2007),2001,378 000 km,2 494 cm3,Benzyna,192 KM,Manualna,,,12 l/100km,Coupe,,4,,Czarny,,,25 styczeń 2001,SWD79036,,,Używane,Wyświetl VIN,,,,,,,,,,Tak,,,,,,,,,
BMW Seria 3 320d Efficient Dynamics Sport,69 900,Prywatne,Tak,Tak,BMW,Seria 3,320d Efficient Dynamics Sport,F30/F31 (2012-2020),2018,188 690 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,4.0 l/100km,5 l/100km,Kombi,120 g/km,5,5,Czarny,Metalik,Holandia,29 styczeń 2018,WWL1862P,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,,,,,,,,,,,,
BMW Seria 3,19 999,Prywatne,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,256 000 km,2 497 cm3,Benzyna,218 KM,Automatyczna,4x4 (stały),,,Kombi,,5,,Szary,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 328i xDrive Sport-Aut Luxury Line,76 900,Prywatne,Tak,Tak,BMW,Seria 3,328i xDrive Sport-Aut Luxury Line,F30/F31 (2012-2020),2016,107 000 km,1 997 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,"8,80 l/100km",Sedan,,4,,Czarny,Metalik,,styczeń 2016,SZA6753F,Tak,,Używane,Wyświetl VIN,Tak,,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 318i,22 950,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2008,172 000 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,5.0 l/100km,8 l/100km,Kombi,147 g/km,5,5,Czarny,Metalik,Polska,14 listopad 2008,ZS298PK,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i Sport Line,132 900,Firma,Tak,Tak,BMW,Seria 3,318i Sport Line,G20/G21 (2019-),2021,53 645 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Bordowy,Metalik,Polska,22 październik 2021,WE4P480,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d,36 900,Prywatne,Tak,Tak,BMW,Seria 3,320d,F30/F31 (2012-2020),2012,237 000 km,1 995 cm3,Diesel,183 KM,Manualna,Na tylne koła,4.0 l/100km,6 l/100km,Kombi,128 g/km,5,5,Czarny,,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,20 999,Prywatne,Tak,,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2007,220 888 km,1 995 cm3,Benzyna,129 KM,Manualna,,,10 l/100km,Sedan,,4,,Beżowy,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,22 500,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2008,326 000 km,1 995 cm3,Diesel,177 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Niemcy,11 kwiecień 2008,SB881CS,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
